unnamed: 0,job title,job type,company name,posted date,cities,states,stipend,start date,duration,numer of openings,late date to apply,combined_text
1652,INTERNS IN MANEGMENT TRAINEE IN SBM 2.0,Full Time,Bareilly Municipal Corporation,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,3 Months,6.0,22-05-2023,INTERNS IN MANEGMENT TRAINEE IN SBM 2.0 Bareilly Municipal Corporation Bareilly Uttar Pradesh Unpaid 3 Months
1653,2 MONTEH INTERNSHIP UNDER SBM IN NPP MAHMUDABAD DISTRICT SITAPUR,Part Time,NAGAR PALIKA PARISHAD MAHMUDABAD SITAPUR,02-05-2023,Sitapur,Uttar Pradesh,Unpaid,Immediately,2 Months,5.0,17-05-2023,2 MONTEH INTERNSHIP UNDER SBM IN NPP MAHMUDABAD DISTRICT SITAPUR NAGAR PALIKA PARISHAD MAHMUDABAD SITAPUR Sitapur Uttar Pradesh Unpaid 2 Months
1654,COMPUTER OPERATER,Part Time,NAGAR PANCHAYAT THIRIYA NIZAWAT KHAN,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1.0,07-05-2023,COMPUTER OPERATER NAGAR PANCHAYAT THIRIYA NIZAWAT KHAN Bareilly Uttar Pradesh Unpaid 8 Weeks
1655,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Palika Parishad Mirzapur,02-05-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,3.0,20-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar Palika Parishad Mirzapur Mirzapur Uttar Pradesh Unpaid 8 Weeks
1656,SANITATION AND SOLID WASTE MANAGEMENT,Full Time,Nagar Palika Parishad Noorpur Bijnor,02-05-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,05-08-2024,SANITATION AND SOLID WASTE MANAGEMENT Nagar Palika Parishad Noorpur Bijnor Bijnore Uttar Pradesh Unpaid 2 Months
1657,SWACHH BHARAT MISSION INTERNS,Part Time,Nagar Panchayat Salempur Deoria,02-05-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,15-05-2023,SWACHH BHARAT MISSION INTERNS Nagar Panchayat Salempur Deoria Deoria Uttar Pradesh Unpaid 2 Months
1658,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Rampur karkhana,02-05-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,3 Months,1.0,30-07-2024,SWACHH BHARAT MISSION INTERNS Nagar Panchayat Rampur karkhana Deoria Uttar Pradesh Unpaid 3 Months
1659,2 MONTH INTERNSHIP IN SWATCHH BHARAT MISSION IN MISHRIKH,Part Time,Nagar Palika Parishad Mishrikh,02-05-2023,Misrikh,Uttar Pradesh,Unpaid,Immediately,2 Months,5.0,20-05-2023,2 MONTH INTERNSHIP IN SWATCHH BHARAT MISSION IN MISHRIKH Nagar Palika Parishad Mishrikh Misrikh Uttar Pradesh Unpaid 2 Months
1660,SBM URBAN,Full Time,NAGAR PALIKA PARISAD GOPIGNJ,02-05-2023,Bhadohi,Uttar Pradesh,5000 /month,Immediately,3 Months,1.0,15-07-2024,SBM URBAN NAGAR PALIKA PARISAD GOPIGNJ Bhadohi Uttar Pradesh 5000 /month 3 Months
1661,SWACHH BHARAT MISSION INTERNS,Part Time,NP Suwansa Pratapgarh,02-05-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,31-05-2023,SWACHH BHARAT MISSION INTERNS NP Suwansa Pratapgarh Pratapgarh Uttar Pradesh Unpaid 2 Months
1662,SWACHH BHARAT MISSION INTERNS,Full Time,NP Patti Pratapgarh,02-05-2023,Patti,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,31-05-2023,SWACHH BHARAT MISSION INTERNS NP Patti Pratapgarh Patti Uttar Pradesh Unpaid 2 Months
1663,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Panchayat Bahadurganj,02-05-2023,Ghazipur,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,05-05-2023,SWACHH BHARAT MISSION INTERNS Nagar Panchayat Bahadurganj Ghazipur Uttar Pradesh Unpaid 2 Months
1664,SOLID WASTE MANAGEMENT,Part Time,Nagar Panchayat Rabupura,02-05-2023,Gautam Buddha Nagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,08-05-2023,SOLID WASTE MANAGEMENT Nagar Panchayat Rabupura Gautam Buddha Nagar Uttar Pradesh Unpaid 2 Months
1665,SWACHH BHARAT MISSION,Full Time,nagar palika parishad khoda makanpur,02-05-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,5.0,17-05-2023,SWACHH BHARAT MISSION nagar palika parishad khoda makanpur Ghaziabad Uttar Pradesh Unpaid 1 Months
1666,SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PANCHAYAT BHATNI BAZAR,02-05-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,30-10-2024,SWACHH BHARAT MISSION INTERNS NAGAR PANCHAYAT BHATNI BAZAR Deoria Uttar Pradesh Unpaid 2 Months
1667,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Palika Parishad Mirzapur,02-05-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,9 Weeks,3.0,20-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar Palika Parishad Mirzapur Mirzapur Uttar Pradesh Unpaid 9 Weeks
1668,SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PANCHAYAT KATRA MEDENIGANJ,02-05-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,31-05-2023,SWACHH BHARAT MISSION INTERNS NAGAR PANCHAYAT KATRA MEDENIGANJ Pratapgarh Uttar Pradesh Unpaid 2 Months
1669,SWACCH BHARAT MISSION,Full Time,NAGAR PANCHAYAT SAIDPUR,02-05-2023,Ghazipur,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,05-05-2023,SWACCH BHARAT MISSION NAGAR PANCHAYAT SAIDPUR Ghazipur Uttar Pradesh Unpaid 2 Months
1670,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT SURIYAWAN,02-05-2023,Bhadohi,Uttar Pradesh,Unpaid,Immediately,6 Month,4.0,10-08-2024,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NAGAR PANCHAYAT SURIYAWAN Bhadohi Uttar Pradesh Unpaid 6 Month
1671,SBM INTERNSHIP,Full Time,Nagar Panchayat Kampil,02-05-2023,Farrukhabad,Uttar Pradesh,Unpaid,Immediately,1 Months,1.0,15-05-2023,SBM INTERNSHIP Nagar Panchayat Kampil Farrukhabad Uttar Pradesh Unpaid 1 Months
1672,SBM INTERNSHIP,Full Time,Nagar Panchayat Kampil,02-05-2023,Farrukhabad,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,16-05-2023,SBM INTERNSHIP Nagar Panchayat Kampil Farrukhabad Uttar Pradesh Unpaid 2 Months
1673,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Kannauj,02-05-2023,Kannauj,Uttar Pradesh,1 /month,Immediately,1 Months,1.0,02-05-2023,SBM INTERNSHIP Nagar Palika Parishad Kannauj Kannauj Uttar Pradesh 1 /month 1 Months
1674,SWACHH BHARAT MISSION INTERNS,Part Time,NAGAR PANCHYAT KOHANDAUR Pratapgarh,02-05-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,31-05-2023,SWACHH BHARAT MISSION INTERNS NAGAR PANCHYAT KOHANDAUR Pratapgarh Pratapgarh Uttar Pradesh Unpaid 2 Months
1675,SEGRAGATION,Part Time,Nagar Panchayat Saifni,02-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1.0,02-05-2023,SEGRAGATION Nagar Panchayat Saifni Rampur Uttar Pradesh Unpaid 8 Weeks
1676,IEC INTERN,Full Time,Nagar Palika Parishad Garhmukteshwar,02-05-2023,Garhmukteshwar,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,20-05-2023,IEC INTERN Nagar Palika Parishad Garhmukteshwar Garhmukteshwar Uttar Pradesh Unpaid 2 Months
1677,SWACHH MITRA INTERNS,Full Time,Jabalpur Municipal Corporation,02-05-2023,Jabalpur,Madhya Pradesh,Unpaid,Immediately,1 Months,10.0,07-05-2023,SWACHH MITRA INTERNS Jabalpur Municipal Corporation Jabalpur Madhya Pradesh Unpaid 1 Months
1678,SOLID WASTE MANAGEMENT TRAINEE,Full Time,NAGAR Panchayat Kadipur,02-05-2023,Kadipur,Uttar Pradesh,Unpaid,Immediately,1 Months,5.0,10-05-2023,SOLID WASTE MANAGEMENT TRAINEE NAGAR Panchayat Kadipur Kadipur Uttar Pradesh Unpaid 1 Months
1679,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar Panchayat Nai Bazar,02-05-2023,Nai Bazar,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1.0,25-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar Panchayat Nai Bazar Nai Bazar Uttar Pradesh Unpaid 8 Weeks
1680,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Kannauj,02-05-2023,Kannauj,Uttar Pradesh,1500 /month,Immediately,1 Months,1.0,02-05-2023,SBM INTERNSHIP Nagar Palika Parishad Kannauj Kannauj Uttar Pradesh 1500 /month 1 Months
1681,SBM INTERNSHIP,Full Time,Nagar Palika Parishad Auraiya,02-05-2023,Auraiya,Uttar Pradesh,Unpaid,Immediately,2 Months,3.0,07-05-2023,SBM INTERNSHIP Nagar Palika Parishad Auraiya Auraiya Uttar Pradesh Unpaid 2 Months
1682,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Palika Parishad Zamania,02-05-2023,Zamania,Uttar Pradesh,Unpaid,Immediately,2 Months,5.0,31-05-2023,SWACHH BHARAT MISSION INTERNS Nagar Palika Parishad Zamania Zamania Uttar Pradesh Unpaid 2 Months
1683,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Palika Prishad Bilaspur Rampur,02-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,1.0,20-05-2023,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN Nagar Palika Prishad Bilaspur Rampur Rampur Uttar Pradesh Unpaid 3 Months
1684,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Asothar,02-05-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,10-05-2023,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 Nagar Panchayat Asothar Fatehpur Uttar Pradesh Unpaid 2 Months
1685,SWACHH BHARAT MISSION INTERNS,Full Time,Nagar Palika Parishad Mohamdabad,02-05-2023,Mohamdabad,Uttar Pradesh,Unpaid,Immediately,2 Months,5.0,05-05-2023,SWACHH BHARAT MISSION INTERNS Nagar Palika Parishad Mohamdabad Mohamdabad Uttar Pradesh Unpaid 2 Months
1686,DATA ENTRY OPERATOR,Part Time,NAGAR PALIKA PARISHAD TANDA,02-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,1.0,15-05-2023,DATA ENTRY OPERATOR NAGAR PALIKA PARISHAD TANDA Rampur Uttar Pradesh Unpaid 3 Months
1687,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Panchayat Nyotani Unnao,02-05-2023,Unnao,Uttar Pradesh,Unpaid,Immediately,1 Months,1.0,17-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar Panchayat Nyotani Unnao Unnao Uttar Pradesh Unpaid 1 Months
1688,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,Nagar Panchayat Bahua,02-05-2023,Bahua,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,09-05-2023,COMMUNICATION INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 Nagar Panchayat Bahua Bahua Uttar Pradesh Unpaid 2 Months
1689,SOLID WASTE MANAGEMENT TRAINEE,Full Time,Nagar Panchayat Dostpur-Sultanpur,02-05-2023,Sultanpur,Uttar Pradesh,Unpaid,Immediately,1 Months,5.0,31-07-2024,SOLID WASTE MANAGEMENT TRAINEE Nagar Panchayat Dostpur-Sultanpur Sultanpur Uttar Pradesh Unpaid 1 Months
1690,SBM INTERNSHIP,Full Time,nagar panchyat,02-05-2023,Ambedkar Nagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,20-05-2023,SBM INTERNSHIP nagar panchyat Ambedkar Nagar Uttar Pradesh Unpaid 2 Months
1691,SWM URBAN PLANNING INCLUDING TOWN PLANNING,Full Time,Nagar Panchyat Moosanagar Kanpur Dehat,02-05-2023,Kanpur Dehat,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,05-05-2023,SWM URBAN PLANNING INCLUDING TOWN PLANNING Nagar Panchyat Moosanagar Kanpur Dehat Kanpur Dehat Uttar Pradesh Unpaid 2 Months
1692,DATA ANALYST (INTERN) IN SBM,Full Time,Ghaziabad Municipal Corporation,02-05-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,2.0,15-05-2023,DATA ANALYST (INTERN) IN SBM Ghaziabad Municipal Corporation Ghaziabad Uttar Pradesh Unpaid 1 Months
1693,GRAPHICS DESIGNER,Full Time,Ghaziabad Municipal Corporation,02-05-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,2.0,15-05-2023,GRAPHICS DESIGNER Ghaziabad Municipal Corporation Ghaziabad Uttar Pradesh Unpaid 1 Months
1694,COMPUTER OPERATOR(INTERN),Part Time,"Nagar Panchayat Shishgarh, Bareilly",02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,1.0,25-05-2023,"COMPUTER OPERATOR(INTERN) Nagar Panchayat Shishgarh, Bareilly Bareilly Uttar Pradesh Unpaid 1 Months"
1695,SBM-U,Full Time,Nagar Palika Parishad Banda,02-05-2023,Banda,Uttar Pradesh,Unpaid,Immediately,1 Months,5.0,20-05-2023,SBM-U Nagar Palika Parishad Banda Banda Uttar Pradesh Unpaid 1 Months
1696,COMPUTER OPERATOR(INTERN),Full Time,Ghaziabad Municipal Corporation,02-05-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,6.0,30-05-2023,COMPUTER OPERATOR(INTERN) Ghaziabad Municipal Corporation Ghaziabad Uttar Pradesh Unpaid 1 Months
1697,"INTERNS FOR SWACHH BHARAT MISSION, URBAN PROJECT MANAGEMENT, DEWAS",Full Time,Dewas Municipal Corporation,02-05-2023,Dewas,Madhya Pradesh,8000 /month,Immediately,2 Months,8.0,17-05-2023,"INTERNS FOR SWACHH BHARAT MISSION, URBAN PROJECT MANAGEMENT, DEWAS Dewas Municipal Corporation Dewas Madhya Pradesh 8000 /month 2 Months"
1698,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN NP BARNAHAL,Full Time,nagar panchayat barnahal mainpuri,02-05-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,5.0,12-05-2023,SOURCE SEGREGATION CAMPAIGN INTERN FOR SWACHH BHARAT MISSION URBAN NP BARNAHAL nagar panchayat barnahal mainpuri Mainpuri Uttar Pradesh Unpaid 1 Weeks
1699,SBM INTERNSHIP,Full Time,Ujjain Municipal Corporation,03-05-2023,Ujjain,Madhya Pradesh,8000 /month,Immediately,3 Months,10.0,29-05-2023,SBM INTERNSHIP Ujjain Municipal Corporation Ujjain Madhya Pradesh 8000 /month 3 Months
1700,TECHNICAL SUPPORT,Full Time,Gundlapochampally Municipality,03-05-2023,Medchal,Telangana,2000 /month,Immediately,1 Months,2.0,31-05-2023,TECHNICAL SUPPORT Gundlapochampally Municipality Medchal Telangana 2000 /month 1 Months
1701,SBM INTERNSHIP,Full Time,NAGAR PALIKA PARISHAD KAIMGANJ FARRUKHABAD,03-05-2023,Kaimganj,Uttar Pradesh,Unpaid,Immediately,1 Months,1.0,09-05-2023,SBM INTERNSHIP NAGAR PALIKA PARISHAD KAIMGANJ FARRUKHABAD Kaimganj Uttar Pradesh Unpaid 1 Months
1702,COMPUTER OPERATOR,Full Time,Nagar Panchayat Shahbad,03-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,4.0,31-05-2023,COMPUTER OPERATOR Nagar Panchayat Shahbad Rampur Uttar Pradesh Unpaid 3 Months
1703,SANITATION & SWM  ICT INTERN  UNDER THE SWACHH BHARAT MISSSION,Full Time,Moradabad Municipal Corporation,03-05-2023,Moradabad,Uttar Pradesh,5000 /month,Immediately,3 Months,10.0,26-05-2023,SANITATION & SWM  ICT INTERN  UNDER THE SWACHH BHARAT MISSSION Moradabad Municipal Corporation Moradabad Uttar Pradesh 5000 /month 3 Months
1704,"IEC, SOLID WASTE MANAGMENT INTERN",Full Time,Nagar Pachayat Kheri,03-05-2023,Kheri,Uttar Pradesh,Unpaid,Immediately,2 Months,5.0,20-05-2023,"IEC, SOLID WASTE MANAGMENT INTERN Nagar Pachayat Kheri Kheri Uttar Pradesh Unpaid 2 Months"
1705,SWACCH BHARAT MISSION,Full Time,Nagar Palika Khurai,03-05-2023,Khurai,Madhya Pradesh,7000 /month,Immediately,2 Months,1.0,31-05-2023,SWACCH BHARAT MISSION Nagar Palika Khurai Khurai Madhya Pradesh 7000 /month 2 Months
1706,SBM URBAN,Full Time,Nagar Palika Parishad Kannauj,03-05-2023,Kannauj,Uttar Pradesh,10000 /month,Immediately,1 Months,1.0,03-05-2023,SBM URBAN Nagar Palika Parishad Kannauj Kannauj Uttar Pradesh 10000 /month 1 Months
1707,IT INTERN (MORADABAD),Full Time,Moradabad Municipal Corporation,03-05-2023,Moradabad,Uttar Pradesh,5000 /month,Immediately,3 Months,3.0,20-05-2023,IT INTERN (MORADABAD) Moradabad Municipal Corporation Moradabad Uttar Pradesh 5000 /month 3 Months
1708,SWACHH  BHARATH MISSION URBAN 2,Full Time,Nagar Palika Khurai,03-05-2023,Khurai,Madhya Pradesh,7000 /month,Immediately,1 Months,1.0,31-05-2023,SWACHH  BHARATH MISSION URBAN 2 Nagar Palika Khurai Khurai Madhya Pradesh 7000 /month 1 Months
1709,CIVIL INTERN FOR MORADABAD,Full Time,Moradabad Municipal Corporation,03-05-2023,Moradabad,Uttar Pradesh,5000 /month,Immediately,2 Months,2.0,15-05-2023,CIVIL INTERN FOR MORADABAD Moradabad Municipal Corporation Moradabad Uttar Pradesh 5000 /month 2 Months
1710,SBM INTERNSHIP,Part Time,NAGAR PALIKA PARISHAD PADRAUNA,03-05-2023,Padrauna,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,10-05-2023,SBM INTERNSHIP NAGAR PALIKA PARISHAD PADRAUNA Padrauna Uttar Pradesh Unpaid 2 Months
1711,COMPUTER OPERATOR,Full Time,Nagar Panchayat Babugarh,03-05-2023,Babugarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,05-05-2023,COMPUTER OPERATOR Nagar Panchayat Babugarh Babugarh Uttar Pradesh Unpaid 2 Months
1712,COMPUTER OPERATOR CUM DATA ENTRY INTERNS,Part Time,NP Kemri Rampur,03-05-2023,Kemri Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,2.0,31-05-2023,COMPUTER OPERATOR CUM DATA ENTRY INTERNS NP Kemri Rampur Kemri Rampur Uttar Pradesh Unpaid 3 Months
1713,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,Nagar panchayat ghosia bazar bhadohi,03-05-2023,Bhadohi,Uttar Pradesh,Unpaid,Immediately,3 month,1.0,05-04-2025,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar panchayat ghosia bazar bhadohi Bhadohi Uttar Pradesh Unpaid 3 month
1714,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Full Time,NAGAR PANCHAYAT MENDU HATHRAS 800779,03-05-2023,Hathras,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,15-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 NAGAR PANCHAYAT MENDU HATHRAS 800779 Hathras Uttar Pradesh Unpaid 2 Months
1715,IEC INTERN,Full Time,NAGAR PANCHAYAT DADHIYAL,03-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,7 Weeks,1.0,15-05-2023,IEC INTERN NAGAR PANCHAYAT DADHIYAL Rampur Uttar Pradesh Unpaid 7 Weeks
1716,SBM-U,Full Time,NAGAR PALIKA PARISHAD TANDA AMBEDKAR NAGAR,03-05-2023,Ambedkar Nagar,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,20-07-2024,SBM-U NAGAR PALIKA PARISHAD TANDA AMBEDKAR NAGAR Ambedkar Nagar Uttar Pradesh Unpaid 2 Months
1717,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISHAD AHRAURA,03-05-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,9 Weeks,1.0,21-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NAGAR PALIKA PARISHAD AHRAURA Mirzapur Uttar Pradesh Unpaid 9 Weeks
1718,"IEC, SOLID WASTE MANAGMENT IN NAGAR PANCHAYAT SINGAHI, KHERI",Part Time,Nagar Panchayat Singahi Bhindaura,03-05-2023,Kheri,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,03-05-2023,"IEC, SOLID WASTE MANAGMENT IN NAGAR PANCHAYAT SINGAHI, KHERI Nagar Panchayat Singahi Bhindaura Kheri Uttar Pradesh Unpaid 2 Months"
1719,SWACHH BHARAT MISSION,Full Time,nagar panchayat bhojpur dharampur moradabad,03-05-2023,Bhojpur Dharampur,Uttar Pradesh,Unpaid,Immediately,6 Months,1.0,27-10-2024,SWACHH BHARAT MISSION nagar panchayat bhojpur dharampur moradabad Bhojpur Dharampur Uttar Pradesh Unpaid 6 Months
1720,SANITATION & SWM INTERN,Full Time,Moradabad Municipal Corporation,03-05-2023,Moradabad,Uttar Pradesh,5000 /month,Immediately,3 Months,6.0,15-05-2023,SANITATION & SWM INTERN Moradabad Municipal Corporation Moradabad Uttar Pradesh 5000 /month 3 Months
1721,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PALIKA PARISAD GOPIGNJ,03-05-2023,Bhadohi,Uttar Pradesh,Unpaid,Immediately,3 month,1.0,28-02-2024,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NAGAR PALIKA PARISAD GOPIGNJ Bhadohi Uttar Pradesh Unpaid 3 month
1722,SOCIAL MEDIA INTERN,Full Time,Nagar Panchayat Ekdil Etawah U.P.,03-05-2023,Ekdil Etawah,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,15-05-2023,SOCIAL MEDIA INTERN Nagar Panchayat Ekdil Etawah U.P. Ekdil Etawah Uttar Pradesh Unpaid 2 Months
1723,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Part Time,Nagar Palika Parishad Bah Agra,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,15-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN Nagar Palika Parishad Bah Agra Agra Uttar Pradesh Unpaid 2 Months
1724,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN,Full Time,NAGAR PANCHAYAT KHAMARIA,03-05-2023,Khamaria,Uttar Pradesh,5000 /month,Immediately,8 Weeks,1.0,10-08-2024,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION URBAN NAGAR PANCHAYAT KHAMARIA Khamaria Uttar Pradesh 5000 /month 8 Weeks
1725,COMPUTER OPERATOR(INTERN),Full Time,Nagar Palika Parishad Etah,03-05-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,5.0,10-05-2023,COMPUTER OPERATOR(INTERN) Nagar Palika Parishad Etah Etah Uttar Pradesh Unpaid 2 Months
1726,COMPUTER OPERATOR(INTERN),Part Time,Nagar Palika Parishad Mlak Rampur,03-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,1.0,31-05-2023,COMPUTER OPERATOR(INTERN) Nagar Palika Parishad Mlak Rampur Rampur Uttar Pradesh Unpaid 3 Months
1727,INTERNSHIPGOVSBM 167644577363EC884D3D6C6,Full Time,Nagar Panchayat Gyanpur,03-05-2023,Bhadohi,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1.0,28-02-2024,INTERNSHIPGOVSBM 167644577363EC884D3D6C6 Nagar Panchayat Gyanpur Bhadohi Uttar Pradesh Unpaid 8 Weeks
1728,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Part Time,NAGAR PANCHAYAT PINAHAT AGRA,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,15-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 NAGAR PANCHAYAT PINAHAT AGRA Agra Uttar Pradesh Unpaid 2 Months
1729,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Part Time,Nagar Palika Parishad Shamsabad Agra,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,20-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 Nagar Palika Parishad Shamsabad Agra Agra Uttar Pradesh Unpaid 2 Months
1730,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Part Time,NAGAR PALIKA PARISHAD ETMADPUR,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,20-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 NAGAR PALIKA PARISHAD ETMADPUR Agra Uttar Pradesh Unpaid 2 Months
1731,SWACHH BHARAT MISSION INTERNS,Full Time,NAGAR PANCHAYAT JANGIPUR,03-05-2023,Jangipur,Uttar Pradesh,Unpaid,Immediately,2 Months,2.0,15-05-2023,SWACHH BHARAT MISSION INTERNS NAGAR PANCHAYAT JANGIPUR Jangipur Uttar Pradesh Unpaid 2 Months
1732,THE URBAN LEARNING INTERNSHIP PROGRAM (TULIP),Part Time,Municipal Corporation of Delhi,03-05-2023,South Delhi,Delhi,Unpaid,Immediately,2 Months,45.0,20-05-2023,THE URBAN LEARNING INTERNSHIP PROGRAM (TULIP) Municipal Corporation of Delhi South Delhi Delhi Unpaid 2 Months
1733,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Part Time,Nagar Panchayat Dayalabagh,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,18-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 Nagar Panchayat Dayalabagh Agra Uttar Pradesh Unpaid 2 Months
1734,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0,Part Time,nagar panchayat soamibagh agra,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1.0,20-05-2023,COMMUNICATIONS INTERNS FOR SWACHH BHARAT MISSION-URBAN 2.0 nagar panchayat soamibagh agra Agra Uttar Pradesh Unpaid 2 Months
